year,mmwr_week,siteID,lifeStage,scientificName,n,ind_w_larval_ticks,ind_w_nymphal_ticks,ind_w_adult_ticks
2016,32,LENO,adult,Peromyscus gossypinus,34,0,1,0
2016,32,LENO,adult,Sigmodon hispidus,2,0,0,0
2016,32,LENO,subadult,Peromyscus gossypinus,1,0,0,0
2016,32,LENO,subadult,Sigmodon hispidus,3,0,0,0
2016,32,LENO,unknown,Blarina carolinensis,1,0,0,0
2016,32,OSBS,adult,Mus musculus,1,0,0,0
2016,32,OSBS,adult,Ochrotomys nuttalli,1,0,0,0
2016,32,OSBS,adult,Peromyscus gossypinus,4,0,0,0
2016,32,OSBS,adult,Podomys floridanus,11,0,0,0
2016,32,OSBS,adult,Sigmodon hispidus,11,0,0,1
2016,32,OSBS,subadult,Podomys floridanus,1,0,0,0
2016,32,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2016,32,OSBS,unknown,Glaucomys volans,16,0,0,0
2016,32,OSBS,unknown,Sigmodon hispidus,1,0,0,0
2016,34,ORNL,adult,Blarina brevicauda,5,0,0,0
2016,34,ORNL,adult,Peromyscus leucopus,81,15,2,0
2016,34,ORNL,adult,Peromyscus maniculatus,15,3,0,0
2016,34,ORNL,adult,Sigmodon hispidus,7,2,0,0
2016,34,ORNL,adult,Tamias striatus,13,2,1,0
2016,34,ORNL,subadult,Sigmodon hispidus,2,0,0,0
2016,35,BLAN,adult,Blarina brevicauda,2,0,0,0
2016,35,BLAN,adult,Peromyscus leucopus,58,21,3,0
2016,35,BLAN,adult,Peromyscus maniculatus,3,1,0,0
2016,35,BLAN,adult,Tamias striatus,1,0,0,0
2016,35,BLAN,adult,Zapus hudsonius,3,0,0,0
2016,35,BLAN,subadult,Peromyscus leucopus,7,1,0,0
2016,35,BLAN,unknown,Peromyscus leucopus,1,0,0,0
2016,35,UKFS,adult,Microtus ochrogaster,13,1,2,2
2016,35,UKFS,adult,Neotoma floridana,28,3,3,2
2016,35,UKFS,adult,Peromyscus leucopus,60,1,4,2
2016,35,UKFS,adult,Peromyscus maniculatus,1,0,0,0
2016,35,UKFS,adult,Sigmodon hispidus,50,6,9,15
2016,35,UKFS,juvenile,Sigmodon hispidus,37,2,1,0
2016,35,UKFS,subadult,Neotoma floridana,3,0,0,0
2016,35,UKFS,subadult,Sigmodon hispidus,25,0,2,1
2016,35,UKFS,unknown,Mammalia sp.,1,0,0,0
2016,35,UKFS,unknown,Sigmodon hispidus,1,0,0,0
2016,36,KONZ,adult,Blarina hylophaga,1,0,0,0
2016,36,KONZ,adult,Chaetodipus hispidus,17,0,2,2
2016,36,KONZ,adult,Microtus ochrogaster,53,13,16,24
2016,36,KONZ,adult,Neotoma floridana,11,2,3,2
2016,36,KONZ,adult,Peromyscus leucopus,40,8,12,7
2016,36,KONZ,adult,Peromyscus maniculatus,39,9,10,4
2016,36,KONZ,adult,Reithrodontomys megalotis,1,0,0,0
2016,36,KONZ,adult,Sigmodon hispidus,23,8,6,10
2016,36,KONZ,juvenile,Chaetodipus hispidus,2,1,1,0
2016,36,KONZ,juvenile,Sigmodon hispidus,11,5,5,3
2016,36,KONZ,subadult,Chaetodipus hispidus,2,1,1,1
2016,36,KONZ,subadult,Ictidomys tridecemlineatus,1,1,0,0
2016,36,KONZ,subadult,Microtus ochrogaster,3,3,3,0
2016,36,KONZ,subadult,Neotoma floridana,4,1,0,0
2016,36,KONZ,subadult,Sigmodon hispidus,13,2,7,6
2016,36,KONZ,unknown,Blarina brevicauda,1,0,0,0
2016,36,KONZ,unknown,Blarina hylophaga,3,0,0,0
2016,36,LENO,adult,Peromyscus gossypinus,19,0,0,0
2016,36,LENO,subadult,Sigmodon hispidus,1,0,0,0
2016,36,OSBS,adult,Ochrotomys nuttalli,1,0,0,0
2016,36,OSBS,adult,Peromyscus gossypinus,6,0,0,0
2016,36,OSBS,adult,Podomys floridanus,14,0,0,0
2016,36,OSBS,adult,Sigmodon hispidus,6,0,0,0
2016,36,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2016,36,OSBS,unknown,Glaucomys volans,13,0,0,0
2016,36,OSBS,unknown,Sigmodon hispidus,1,0,0,0
2016,36,SERC,adult,Blarina brevicauda,4,1,0,0
2016,36,SERC,adult,Microtus pinetorum,2,0,1,0
2016,36,SERC,adult,Mus musculus,3,0,0,0
2016,36,SERC,adult,Peromyscus leucopus,86,50,17,0
2016,36,SERC,adult,Peromyscus maniculatus,1,1,0,0
2016,36,SERC,subadult,Mus musculus,1,0,0,0
2016,36,SERC,subadult,Peromyscus leucopus,12,6,2,0
2016,36,SERC,unknown,Peromyscus leucopus,1,0,0,0
2016,36,SERC,unknown,Peromyscus sp.,1,0,0,0
2016,39,LENO,adult,Blarina carolinensis,1,0,0,0
2016,39,LENO,adult,Neotoma floridana,1,0,0,0
2016,39,LENO,adult,Peromyscus gossypinus,10,0,0,0
2016,39,LENO,juvenile,Sigmodon hispidus,1,0,0,0
2016,39,LENO,unknown,Blarina carolinensis,2,0,0,0
2016,39,SCBI,adult,Blarina brevicauda,63,0,0,0
2016,39,SCBI,adult,Cricetidae sp.,1,0,0,0
2016,39,SCBI,adult,Microtus pennsylvanicus,9,0,0,0
2016,39,SCBI,adult,Mus musculus,5,0,0,0
2016,39,SCBI,adult,Peromyscus leucopus,72,17,8,1
2016,39,SCBI,adult,Peromyscus maniculatus,1,0,0,0
2016,39,SCBI,adult,Tamias striatus,1,0,0,0
2016,39,SCBI,adult,Zapus hudsonius,1,0,0,0
2016,39,SCBI,juvenile,Mus musculus,1,0,0,0
2016,39,SCBI,subadult,Blarina brevicauda,1,0,0,0
2016,39,SCBI,subadult,Microtus pennsylvanicus,2,0,0,0
2016,39,SCBI,subadult,Mus musculus,2,0,0,0
2016,39,SCBI,subadult,Peromyscus leucopus,12,6,0,0
2016,39,SCBI,unknown,Peromyscus leucopus,1,0,0,0
2016,39,SCBI,unknown,Sorex cinereus,1,0,0,0
2016,39,UKFS,adult,Microtus ochrogaster,22,2,3,0
2016,39,UKFS,adult,Neotoma floridana,16,4,1,0
2016,39,UKFS,adult,Peromyscus leucopus,67,2,2,0
2016,39,UKFS,adult,Peromyscus maniculatus,1,0,0,0
2016,39,UKFS,adult,Reithrodontomys megalotis,4,0,0,0
2016,39,UKFS,adult,Sigmodon hispidus,34,4,3,2
2016,39,UKFS,juvenile,Sigmodon hispidus,31,3,1,1
2016,39,UKFS,subadult,Neotoma floridana,2,0,0,1
2016,39,UKFS,subadult,Sigmodon hispidus,52,0,2,1
2016,39,UKFS,unknown,Blarina hylophaga,1,0,0,0
2016,40,KONZ,adult,Blarina hylophaga,8,0,0,0
2016,40,KONZ,adult,Chaetodipus hispidus,14,0,0,1
2016,40,KONZ,adult,Microtus ochrogaster,22,2,5,1
2016,40,KONZ,adult,Neotoma floridana,5,1,0,0
2016,40,KONZ,adult,Peromyscus leucopus,42,12,11,9
2016,40,KONZ,adult,Peromyscus maniculatus,24,5,4,1
2016,40,KONZ,adult,Sigmodon hispidus,20,4,0,1
2016,40,KONZ,juvenile,Neotoma floridana,1,0,0,0
2016,40,KONZ,juvenile,Peromyscus leucopus,4,0,1,3
2016,40,KONZ,juvenile,Sigmodon hispidus,22,2,1,1
2016,40,KONZ,subadult,Chaetodipus hispidus,1,0,0,0
2016,40,KONZ,subadult,Neotoma floridana,4,1,0,0
2016,40,KONZ,subadult,Peromyscus leucopus,1,1,0,0
2016,40,KONZ,subadult,Sigmodon hispidus,17,4,3,0
2016,40,KONZ,unknown,Blarina hylophaga,9,0,0,0
2016,40,SERC,adult,Blarina brevicauda,22,0,0,0
2016,40,SERC,adult,Peromyscus leucopus,63,8,5,0
2016,40,SERC,juvenile,Peromyscus leucopus,2,0,0,0
2016,40,SERC,subadult,Peromyscus leucopus,7,3,0,0
2016,40,SERC,unknown,Peromyscus leucopus,1,0,0,0
2016,40,SERC,unknown,Peromyscus sp.,1,0,0,0
2017,12,SCBI,adult,Blarina brevicauda,7,0,0,0
2017,12,SCBI,adult,Microtus pennsylvanicus,3,1,0,0
2017,12,SCBI,adult,Mus musculus,3,1,0,0
2017,12,SCBI,adult,Peromyscus leucopus,14,5,1,0
2017,12,SCBI,adult,Peromyscus maniculatus,2,1,0,0
2017,12,SCBI,adult,Sorex cinereus,1,0,0,0
2017,12,SCBI,subadult,Microtus pennsylvanicus,4,1,0,0
2017,12,SCBI,subadult,Mus musculus,2,0,0,0
2017,12,SCBI,subadult,Peromyscus leucopus,4,3,0,0
2017,12,SCBI,subadult,Peromyscus maniculatus,5,3,0,0
2017,12,SCBI,unknown,Glaucomys volans,1,0,0,0
2017,12,SCBI,unknown,Microtus pennsylvanicus,1,0,0,0
2017,12,TALL,adult,Blarina carolinensis,1,0,0,0
2017,12,TALL,adult,Peromyscus gossypinus,13,0,1,0
2017,12,TALL,adult,Peromyscus leucopus,4,0,0,0
2017,12,TALL,juvenile,Peromyscus leucopus,4,0,0,0
2017,12,TALL,subadult,Peromyscus gossypinus,3,0,0,0
2017,12,TALL,subadult,Peromyscus leucopus,2,0,0,0
2017,13,BLAN,adult,Mus musculus,1,0,0,0
2017,13,BLAN,adult,Peromyscus leucopus,35,9,8,0
2017,13,BLAN,adult,Peromyscus maniculatus,1,0,0,0
2017,13,BLAN,adult,Peromyscus sp.,1,0,0,0
2017,13,BLAN,subadult,Peromyscus leucopus,10,2,1,0
2017,13,BLAN,subadult,Peromyscus maniculatus,1,0,0,0
2017,13,OSBS,adult,Glaucomys volans,3,0,0,0
2017,13,OSBS,adult,Ochrotomys nuttalli,1,0,0,0
2017,13,OSBS,adult,Podomys floridanus,2,0,0,0
2017,13,OSBS,juvenile,Ochrotomys nuttalli,1,0,0,0
2017,13,OSBS,juvenile,Peromyscus gossypinus,1,0,0,0
2017,16,OSBS,adult,Blarina carolinensis,2,0,0,0
2017,16,OSBS,adult,Glaucomys volans,1,0,0,0
2017,16,OSBS,adult,Ochrotomys nuttalli,3,0,1,0
2017,16,OSBS,adult,Peromyscus gossypinus,6,1,0,0
2017,16,OSBS,adult,Podomys floridanus,7,0,0,0
2017,16,OSBS,adult,Sigmodon hispidus,3,0,0,0
2017,16,OSBS,juvenile,Blarina carolinensis,1,0,0,0
2017,16,OSBS,juvenile,Peromyscus polionotus,2,0,0,0
2017,16,OSBS,juvenile,Sigmodon hispidus,3,0,0,0
2017,16,OSBS,subadult,Peromyscus gossypinus,1,0,0,0
2017,16,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2017,16,OSBS,unknown,Glaucomys volans,27,0,0,0
2017,16,SCBI,adult,Blarina brevicauda,8,1,1,0
2017,16,SCBI,adult,Microtus pennsylvanicus,7,0,3,1
2017,16,SCBI,adult,Mus musculus,3,1,0,0
2017,16,SCBI,adult,Peromyscus leucopus,24,19,12,0
2017,16,SCBI,adult,Peromyscus maniculatus,1,1,1,0
2017,16,SCBI,adult,Sorex fumeus,2,1,0,0
2017,16,SCBI,subadult,Peromyscus leucopus,5,5,2,2
2017,16,SCBI,subadult,Peromyscus maniculatus,1,1,0,0
2017,16,TALL,adult,Ochrotomys nuttalli,1,1,1,0
2017,16,TALL,adult,Peromyscus gossypinus,32,0,3,0
2017,16,TALL,adult,Peromyscus leucopus,9,0,0,0
2017,16,TALL,juvenile,Peromyscus gossypinus,1,0,0,0
2017,16,TALL,juvenile,Peromyscus leucopus,1,0,0,0
2017,16,TALL,subadult,Peromyscus gossypinus,4,0,1,0
2017,16,TALL,subadult,Peromyscus leucopus,2,0,0,0
2017,16,TALL,unknown,Peromyscus gossypinus,1,0,0,0
2017,17,ORNL,adult,Peromyscus leucopus,51,4,3,0
2017,17,ORNL,adult,Peromyscus maniculatus,7,0,1,0
2017,17,ORNL,adult,Tamias striatus,4,2,0,0
2017,17,ORNL,juvenile,Peromyscus leucopus,4,0,0,0
2017,17,ORNL,juvenile,Peromyscus maniculatus,1,0,0,0
2017,17,ORNL,subadult,Peromyscus leucopus,3,0,0,0
2017,17,ORNL,subadult,Peromyscus maniculatus,1,0,0,0
2017,18,KONZ,adult,Microtus ochrogaster,3,0,0,0
2017,18,KONZ,adult,Peromyscus leucopus,52,5,7,21
2017,18,KONZ,adult,Peromyscus maniculatus,29,2,3,4
2017,18,KONZ,adult,Reithrodontomys megalotis,8,0,0,1
2017,18,KONZ,adult,Sigmodon hispidus,4,1,0,1
2017,18,KONZ,adult,Zapus hudsonius,1,0,1,0
2017,18,KONZ,juvenile,Peromyscus leucopus,9,2,0,1
2017,18,KONZ,juvenile,Peromyscus maniculatus,2,0,0,0
2017,18,KONZ,subadult,Peromyscus maniculatus,6,1,0,0
2017,18,KONZ,subadult,Reithrodontomys megalotis,1,0,0,0
2017,18,SERC,adult,Blarina brevicauda,1,0,0,0
2017,18,SERC,adult,Peromyscus leucopus,16,5,8,0
2017,18,SERC,juvenile,Peromyscus leucopus,1,0,0,0
2017,18,SERC,subadult,Peromyscus leucopus,6,3,2,0
2017,20,SCBI,adult,Blarina brevicauda,14,0,0,0
2017,20,SCBI,adult,Microtus pennsylvanicus,16,0,6,1
2017,20,SCBI,adult,Mus musculus,2,0,0,0
2017,20,SCBI,adult,Peromyscus leucopus,27,13,12,0
2017,20,SCBI,adult,Peromyscus maniculatus,4,2,2,1
2017,20,SCBI,juvenile,Peromyscus leucopus,2,0,0,0
2017,20,SCBI,subadult,Microtus pennsylvanicus,8,1,2,1
2017,20,SCBI,subadult,Microtus pinetorum,1,0,0,0
2017,20,SCBI,subadult,Mus musculus,1,0,0,0
2017,20,SCBI,subadult,Peromyscus leucopus,3,2,0,0
2017,20,SCBI,unknown,Microtus pennsylvanicus,2,0,0,0
2017,20,SCBI,unknown,Sylvilagus floridanus,1,0,0,0
2017,20,TALL,adult,Blarina carolinensis,7,0,0,0
2017,20,TALL,adult,Microtus pinetorum,1,0,0,0
2017,20,TALL,adult,Peromyscus gossypinus,32,0,0,0
2017,20,TALL,adult,Peromyscus leucopus,17,0,1,0
2017,20,TALL,adult,Sigmodon hispidus,1,0,0,0
2017,20,TALL,juvenile,Ochrotomys nuttalli,1,0,0,0
2017,20,TALL,juvenile,Peromyscus leucopus,6,0,0,0
2017,20,TALL,subadult,Peromyscus gossypinus,1,0,0,0
2017,20,TALL,subadult,Peromyscus leucopus,1,0,0,0
2017,21,BLAN,adult,Blarina brevicauda,2,0,0,0
2017,21,BLAN,adult,Microtus pennsylvanicus,1,0,0,0
2017,21,BLAN,adult,Mus musculus,1,0,0,0
2017,21,BLAN,adult,Peromyscus leucopus,52,5,3,1
2017,21,BLAN,adult,Tamias striatus,2,0,0,0
2017,21,BLAN,adult,Zapus hudsonius,3,0,1,0
2017,21,BLAN,juvenile,Peromyscus leucopus,1,0,0,0
2017,21,BLAN,subadult,Microtus pennsylvanicus,1,0,0,0
2017,21,BLAN,subadult,Microtus pinetorum,1,0,0,0
2017,21,BLAN,subadult,Peromyscus leucopus,32,2,2,0
2017,21,BLAN,unknown,Peromyscus leucopus,1,0,0,0
2017,21,BLAN,unknown,Tamias striatus,1,0,1,0
2017,21,ORNL,adult,Ochrotomys nuttalli,2,2,0,0
2017,21,ORNL,adult,Peromyscus leucopus,136,12,7,0
2017,21,ORNL,adult,Peromyscus maniculatus,5,1,0,0
2017,21,ORNL,adult,Peromyscus sp.,1,0,0,0
2017,21,ORNL,adult,Tamias striatus,5,0,0,0
2017,21,ORNL,juvenile,Peromyscus leucopus,4,0,1,0
2017,21,ORNL,juvenile,Peromyscus maniculatus,1,1,0,0
2017,21,ORNL,subadult,Peromyscus leucopus,14,2,1,0
2017,21,ORNL,subadult,Peromyscus maniculatus,1,0,0,0
2017,21,ORNL,subadult,Tamias striatus,2,0,0,0
2017,21,ORNL,unknown,Peromyscus leucopus,1,0,0,0
2017,21,ORNL,unknown,Peromyscus sp.,3,0,0,0
2017,21,ORNL,unknown,Tamias striatus,1,0,0,0
2017,21,OSBS,adult,Glaucomys volans,6,0,0,0
2017,21,OSBS,adult,Ochrotomys nuttalli,3,0,0,0
2017,21,OSBS,adult,Peromyscus gossypinus,3,0,0,0
2017,21,OSBS,adult,Podomys floridanus,10,0,0,0
2017,21,OSBS,adult,Sigmodon hispidus,8,1,0,0
2017,21,OSBS,juvenile,Peromyscus gossypinus,2,0,0,0
2017,21,OSBS,juvenile,Podomys floridanus,1,0,0,0
2017,21,OSBS,juvenile,Sigmodon hispidus,2,0,0,0
2017,21,OSBS,subadult,Podomys floridanus,5,0,0,0
2017,21,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2017,21,OSBS,unknown,Glaucomys volans,7,0,0,0
2017,21,OSBS,unknown,Sigmodon hispidus,1,0,0,0
2017,21,UKFS,adult,Microtus ochrogaster,4,0,0,0
2017,21,UKFS,adult,Neotoma floridana,7,0,2,2
2017,21,UKFS,adult,Peromyscus leucopus,83,1,11,23
2017,21,UKFS,adult,Peromyscus maniculatus,3,0,0,1
2017,21,UKFS,adult,Reithrodontomys megalotis,4,0,0,0
2017,21,UKFS,juvenile,Neotoma floridana,2,0,0,0
2017,21,UKFS,juvenile,Peromyscus leucopus,4,0,0,0
2017,21,UKFS,juvenile,Peromyscus maniculatus,2,0,0,0
2017,21,UKFS,juvenile,Reithrodontomys megalotis,1,0,0,0
2017,21,UKFS,juvenile,Sigmodon hispidus,1,0,0,0
2017,21,UKFS,subadult,Neotoma floridana,4,0,1,0
2017,21,UKFS,subadult,Peromyscus leucopus,22,0,0,4
2017,21,UKFS,subadult,Peromyscus maniculatus,4,0,1,1
2017,21,UKFS,unknown,Mammalia sp.,1,0,0,0
2017,22,KONZ,adult,Chaetodipus hispidus,2,0,0,0
2017,22,KONZ,adult,Microtus ochrogaster,10,1,0,0
2017,22,KONZ,adult,Neotoma floridana,4,0,0,1
2017,22,KONZ,adult,Peromyscus leucopus,63,0,4,16
2017,22,KONZ,adult,Peromyscus maniculatus,53,0,2,1
2017,22,KONZ,adult,Reithrodontomys megalotis,1,0,0,0
2017,22,KONZ,adult,Sigmodon hispidus,4,0,1,1
2017,22,KONZ,juvenile,Peromyscus leucopus,4,0,0,0
2017,22,KONZ,juvenile,Peromyscus maniculatus,1,0,0,0
2017,22,KONZ,subadult,Microtus ochrogaster,1,0,0,0
2017,22,KONZ,subadult,Neotoma floridana,3,0,1,0
2017,22,KONZ,subadult,Peromyscus leucopus,9,0,0,1
2017,22,KONZ,subadult,Peromyscus maniculatus,2,0,0,0
2017,22,KONZ,unknown,Blarina hylophaga,2,0,0,0
2017,22,KONZ,unknown,Mammalia sp.,1,0,0,0
2017,22,KONZ,unknown,Peromyscus leucopus,3,0,0,1
2017,22,KONZ,unknown,Peromyscus maniculatus,1,0,0,0
2017,22,KONZ,unknown,Sylvilagus floridanus,2,0,0,0
2017,24,SCBI,adult,Blarina brevicauda,19,0,0,0
2017,24,SCBI,adult,Microtus pennsylvanicus,3,0,0,0
2017,24,SCBI,adult,Microtus pinetorum,1,0,0,0
2017,24,SCBI,adult,Mus musculus,8,2,0,0
2017,24,SCBI,adult,Peromyscus leucopus,32,13,9,0
2017,24,SCBI,adult,Peromyscus maniculatus,2,1,1,0
2017,24,SCBI,subadult,Microtus pennsylvanicus,3,1,1,0
2017,24,SCBI,subadult,Mus musculus,2,0,0,0
2017,24,SCBI,subadult,Peromyscus leucopus,34,16,6,0
2017,24,SCBI,subadult,Peromyscus maniculatus,3,1,0,0
2017,24,SCBI,unknown,Microtus pinetorum,1,0,0,0
2017,25,ORNL,adult,Blarina brevicauda,1,0,0,0
2017,25,ORNL,adult,Ochrotomys nuttalli,1,0,0,0
2017,25,ORNL,adult,Peromyscus leucopus,128,36,5,0
2017,25,ORNL,adult,Peromyscus maniculatus,15,12,2,0
2017,25,ORNL,adult,Tamias striatus,5,0,0,0
2017,25,OSBS,adult,Ochrotomys nuttalli,3,0,0,0
2017,25,OSBS,adult,Peromyscus gossypinus,7,0,0,0
2017,25,OSBS,adult,Podomys floridanus,11,0,0,0
2017,25,OSBS,adult,Sigmodon hispidus,16,0,0,0
2017,25,OSBS,juvenile,Peromyscus gossypinus,2,0,0,0
2017,25,OSBS,juvenile,Podomys floridanus,1,0,0,0
2017,25,OSBS,juvenile,Sigmodon hispidus,9,0,1,0
2017,25,OSBS,subadult,Podomys floridanus,3,0,0,0
2017,25,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2017,25,OSBS,unknown,Glaucomys volans,10,0,0,0
2017,25,OSBS,unknown,Podomys floridanus,3,0,0,0
2017,25,UKFS,adult,Microtus ochrogaster,8,0,0,0
2017,25,UKFS,adult,Neotoma floridana,13,0,0,1
2017,25,UKFS,adult,Peromyscus leucopus,109,2,13,14
2017,25,UKFS,adult,Peromyscus maniculatus,10,0,1,1
2017,25,UKFS,adult,Peromyscus sp.,1,0,0,0
2017,25,UKFS,adult,Reithrodontomys megalotis,2,0,0,1
2017,25,UKFS,adult,Sigmodon hispidus,5,0,1,0
2017,25,UKFS,juvenile,Microtus ochrogaster,2,0,0,0
2017,25,UKFS,juvenile,Neotoma floridana,1,0,1,0
2017,25,UKFS,subadult,Neotoma floridana,9,0,0,1
2017,25,UKFS,subadult,Peromyscus maniculatus,1,0,0,0
2017,25,UKFS,subadult,Sigmodon hispidus,6,0,0,0
2017,25,UKFS,unknown,Mammalia sp.,1,0,0,0
2017,25,UKFS,unknown,Peromyscus leucopus,1,0,0,0
2017,25,UKFS,unknown,Peromyscus maniculatus,1,0,0,0
2017,26,KONZ,adult,Blarina hylophaga,3,0,0,0
2017,26,KONZ,adult,Microtus ochrogaster,35,0,0,0
2017,26,KONZ,adult,Neotoma floridana,4,0,0,0
2017,26,KONZ,adult,Peromyscus leucopus,126,0,3,8
2017,26,KONZ,adult,Peromyscus maniculatus,37,0,0,0
2017,26,KONZ,adult,Reithrodontomys megalotis,5,0,0,0
2017,26,KONZ,adult,Sigmodon hispidus,23,0,1,1
2017,26,KONZ,adult,Zapus hudsonius,6,0,0,0
2017,26,KONZ,juvenile,Didelphis virginiana,2,0,0,0
2017,26,KONZ,juvenile,Microtus ochrogaster,2,0,0,0
2017,26,KONZ,juvenile,Peromyscus leucopus,4,0,1,2
2017,26,KONZ,juvenile,Sigmodon hispidus,7,0,0,0
2017,26,KONZ,subadult,Chaetodipus hispidus,2,0,0,1
2017,26,KONZ,subadult,Microtus ochrogaster,1,0,0,0
2017,26,KONZ,subadult,Neotoma floridana,6,0,0,0
2017,26,KONZ,subadult,Peromyscus leucopus,8,0,0,0
2017,26,KONZ,subadult,Peromyscus maniculatus,2,0,0,0
2017,26,KONZ,subadult,Sigmodon hispidus,21,0,1,1
2017,26,KONZ,unknown,Blarina hylophaga,5,0,0,0
2017,26,KONZ,unknown,Mammalia sp.,1,0,0,0
2017,26,KONZ,unknown,Peromyscus sp.,1,0,0,0
2017,26,KONZ,unknown,Sigmodon hispidus,1,0,0,0
2017,26,SERC,adult,Mus musculus,1,1,0,0
2017,26,SERC,adult,Peromyscus leucopus,39,35,4,0
2017,26,SERC,adult,Peromyscus maniculatus,1,0,0,0
2017,26,SERC,juvenile,Peromyscus leucopus,1,0,0,0
2017,26,SERC,subadult,Peromyscus leucopus,29,20,11,0
2017,26,SERC,subadult,Peromyscus maniculatus,1,0,0,0
2017,29,BLAN,adult,Blarina brevicauda,2,0,0,0
2017,29,BLAN,adult,Microtus pennsylvanicus,1,0,0,0
2017,29,BLAN,adult,Peromyscus leucopus,29,19,1,0
2017,29,BLAN,adult,Rattus rattus,1,1,0,0
2017,29,BLAN,adult,Tamias striatus,2,1,0,0
2017,29,BLAN,adult,Zapus hudsonius,3,0,1,0
2017,29,BLAN,subadult,Microtus pennsylvanicus,1,0,0,0
2017,29,BLAN,subadult,Peromyscus leucopus,15,10,1,0
2017,29,BLAN,unknown,Tamias striatus,1,0,0,0
2017,29,ORNL,adult,Peromyscus leucopus,116,38,4,0
2017,29,ORNL,adult,Peromyscus maniculatus,4,3,2,0
2017,29,ORNL,adult,Tamias striatus,12,0,0,0
2017,29,ORNL,juvenile,Peromyscus leucopus,1,0,0,0
2017,29,ORNL,subadult,Peromyscus leucopus,1,0,1,0
2017,29,OSBS,adult,Glaucomys volans,3,0,0,0
2017,29,OSBS,adult,Neotoma floridana,1,0,0,0
2017,29,OSBS,adult,Ochrotomys nuttalli,3,0,0,0
2017,29,OSBS,adult,Peromyscus gossypinus,3,1,0,0
2017,29,OSBS,adult,Podomys floridanus,28,0,0,0
2017,29,OSBS,adult,Sigmodon hispidus,22,1,0,0
2017,29,OSBS,subadult,Peromyscus gossypinus,2,0,0,0
2017,29,OSBS,subadult,Sigmodon hispidus,5,0,0,0
2017,29,OSBS,unknown,Glaucomys volans,4,0,0,0
2017,29,OSBS,unknown,Sigmodon hispidus,1,0,0,0
2017,29,TALL,adult,Blarina carolinensis,1,0,0,0
2017,29,TALL,adult,Ochrotomys nuttalli,1,0,0,0
2017,29,TALL,adult,Peromyscus gossypinus,42,0,0,0
2017,29,TALL,adult,Peromyscus leucopus,2,0,0,0
2017,29,TALL,adult,Sigmodon hispidus,1,0,0,0
2017,29,TALL,juvenile,Sigmodon hispidus,2,0,0,0
2017,29,TALL,subadult,Peromyscus gossypinus,1,0,0,0
2017,29,TALL,unknown,Blarina carolinensis,1,0,0,0
2017,30,KONZ,adult,Blarina hylophaga,11,0,0,0
2017,30,KONZ,adult,Chaetodipus hispidus,3,0,0,0
2017,30,KONZ,adult,Microtus ochrogaster,38,2,2,2
2017,30,KONZ,adult,Neotoma floridana,12,3,1,4
2017,30,KONZ,adult,Peromyscus leucopus,131,14,7,4
2017,30,KONZ,adult,Peromyscus maniculatus,40,3,2,0
2017,30,KONZ,adult,Reithrodontomys megalotis,5,1,1,2
2017,30,KONZ,adult,Sigmodon hispidus,30,1,2,7
2017,30,KONZ,adult,Zapus hudsonius,7,1,1,0
2017,30,KONZ,juvenile,Neotoma floridana,1,0,0,0
2017,30,KONZ,juvenile,Sigmodon hispidus,1,1,1,1
2017,30,KONZ,subadult,Chaetodipus hispidus,3,0,0,0
2017,30,KONZ,subadult,Microtus ochrogaster,3,0,0,0
2017,30,KONZ,subadult,Neotoma floridana,6,0,0,0
2017,30,KONZ,subadult,Peromyscus leucopus,1,0,0,0
2017,30,KONZ,subadult,Sigmodon hispidus,41,2,6,8
2017,30,KONZ,subadult,Sylvilagus floridanus,1,0,0,0
2017,30,KONZ,unknown,Blarina hylophaga,3,0,0,0
2017,30,KONZ,unknown,Peromyscus leucopus,1,0,0,0
2017,30,SERC,adult,Blarina brevicauda,2,0,0,0
2017,30,SERC,adult,Mus musculus,9,0,0,0
2017,30,SERC,adult,Peromyscus leucopus,45,36,3,0
2017,30,SERC,adult,Peromyscus maniculatus,1,0,1,0
2017,30,SERC,subadult,Mus musculus,1,0,0,0
2017,30,SERC,subadult,Peromyscus leucopus,18,13,1,0
2017,30,SERC,unknown,Peromyscus sp.,1,0,0,0
2017,30,SERC,unknown,Sciurus carolinensis,1,0,0,0
2017,31,LENO,adult,Blarina carolinensis,1,0,0,0
2017,31,LENO,adult,Peromyscus gossypinus,5,0,0,0
2017,33,ORNL,adult,Peromyscus leucopus,105,26,3,0
2017,33,ORNL,adult,Peromyscus maniculatus,10,5,0,0
2017,33,ORNL,adult,Sigmodon hispidus,4,0,1,0
2017,33,ORNL,adult,Sylvilagus floridanus,1,0,0,0
2017,33,ORNL,adult,Tamias striatus,5,0,0,0
2017,33,ORNL,subadult,Peromyscus leucopus,2,0,0,0
2017,33,OSBS,adult,Ochrotomys nuttalli,2,0,0,0
2017,33,OSBS,adult,Peromyscus gossypinus,2,0,0,0
2017,33,OSBS,adult,Podomys floridanus,16,0,0,0
2017,33,OSBS,adult,Sigmodon hispidus,14,0,0,0
2017,33,OSBS,subadult,Peromyscus gossypinus,1,0,0,0
